title,price,description,esrb_rating,genre,manufacturer,platform,release_date,weight,stock
Winters Wish Spirit of Edo   Switch,64.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Teen,ADVENTURE,AKSYS,NSW,18-May-23,0.1650 lbs,27
Witch On Holy Night (Japanese Release) (English)   Switch,74.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Mature,VISUAL,ANIPLEX,NSW,08-Dec-22,0.1250 lbs,35
Witch On Holy Night Limited Edition (Japanese Release) (English)   Switch,99.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Mature,VISUAL,ANIPLEX,NSW,08-Dec-22,1.3250 lbs,45
Witcher 3 Complete Edition Game of the Year   Switch,79.99,,Mature,RPG,WARNER,NSW,15-Oct-19,8.8393E+11,6
Pokemon Brilliant Diamond   Switch,79.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Everyone,RPG,NINTENDO,NSW,19-Nov-21,45496597801,15
Pokemon Brilliant Diamond (UK Import)   Switch,69.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Everyone,RPG,NINTENDO,NSW,19-Nov-21,0.1250 lbs,35
Pokemon Brilliant Diamond and Shining Pearl Double Pack   Switch,159.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Everyone,RPG,NINTENDO,NSW,19-Nov-21,0.3000 lbs,39
Pokemon Brilliant Diamond/Shining Pearl Double Pack (Japanese Release) (English)   Switch,169.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Everyone,RPG,NINTENDO,NSW,19-Nov-21,0.3700 lbs,12
Pokemon Legends Arceus   Switch,79.99,,Everyone,RPG,NINTENDO,NSW,28-Jan-22,45496598044,21
Pokemon Lets Go Eevee (UAE)   Switch,79.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Everyone,RPG,NINTENDO,NSW,16-Nov-18,0.1300 lbs,7
Pokemon Lets Go Pikachu (EU Import)   Switch,79.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Everyone,RPG,NINTENDO,NSW,16-Nov-18,0.1150 lbs,4
Pokemon Lets Go Pikachu (UAE)   Switch,79.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Everyone,RPG,NINTENDO,NSW,16-Nov-18,0.1350 lbs,21
Pokemon Scarlet   Switch,79.99,,Everyone,RPG,NINTENDO,NSW,18-Nov-22,45496598211,42
Pokemon Scarlet and Violet Double Pack   Switch,159.99,,Everyone,RPG,NINTENDO,NSW,18-Nov-22,0.2950 lbs,16
Pokemon Scarlet The Hidden Treasure of Area Zero Bundle (Game and DLC)   Switch,124.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Everyone,RPG,NINTENDO,NSW,03-Nov-23,45496904746,36
Pokemon Shield   Switch,79.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Everyone,RPG,NINTENDO,NSW,15-Nov-19,45496596620,2
Pokemon Shining Pearl   Switch,79.99,,Everyone,RPG,NINTENDO,NSW,19-Nov-21,45496597832,19
Pokemon Shining Pearl (UAE)   Switch,74.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Everyone,ADVENTURE,NINTENDO,NSW,045496597832-B,,12
Pokemon Sword   Switch,79.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Everyone,RPG,NINTENDO,NSW,15-Nov-19,45496596583,33
Pokemon Violet   Switch,79.99,,Everyone,RPG,NINTENDO,NSW,18-Nov-22,45496598969,14
Pokemon Violet The Hidden Treasure of Area Zero Bundle (Game and DLC)   Switch,124.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Everyone,RPG,NINTENDO,NSW,03-Nov-23,45496904777,8
Pokken Tournament DX   Switch,79.99,,Everyone_10_Plus,FIGHTING,NINTENDO,NSW,22-Sep-17,45496591137,26
Postal Redux (Limited Run Games)   Switch,54.99,Postal REDUX is on a region-free physical cart for the Nintendo Switch.,Mature,ACTION,LRGAMES,NSW,15-Mar-22,0.1150 lbs,26
Power Rangers Battle for the Grid Collectors Edition   Switch,39.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Teen,FIGHTING,MAXIMUM,NSW,13-Oct-20,0.1250 lbs,39
Powerwash Simulator (Code in Box)   Switch,39.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Everyone,SIMULATION,SQUAREENIX,NSW,13-Jun-23,0.1200 lbs,8
Pretty Girls Game Collection (EU Import)   Switch,59.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Teen,COLLECTION,FUNBOX,NSW,05-Aug-22,0.1250 lbs,27
Pretty Princess Magical Garden Island   Switch,54.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Everyone,STRATEGY,AKSYS,NSW,22-Jun-23,0.1200 lbs,10
Prince of Persia The Lost Crown   Switch,69.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Rating Pending,ACTION,UBISOFT,NSW,18-Jan-24,,50
Princess Peach Showtime   Switch,79.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Rating Pending,ACTION,NINTENDO,NSW,22-Mar-24,,18
Process of Elimination Deluxe Edition   Switch,69.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Mature,ADVENTURE,TECMO KOEI,NSW,11-Apr-23,0.1600 lbs,36
Pups and Purrs Pet Shop   Switch,54.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Everyone,SIMULATION,AKSYS,NSW,10-Aug-23,0.1900 lbs,24
Puyo Puyo Tetris   Switch,39.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Everyone_10_Plus,PUZZLE,SEGA,NSW,25-Apr-17,0.2200 lbs,22
Puyo Puyo Tetris 2 Launch Edition   Switch,54.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Everyone_10_Plus,PUZZLE,SEGA,NSW,08-Dec-20,0.1300 lbs,32
Quake (Limited Run Games)   Switch,49.99,Quake on physical cart for the Nintendo Switch. Region-free.,Mature,FPS,LRGAMES,NSW,27-Aug-21,0.1300 lbs,38
Quake Deluxe Edition (Limited Run Games)   Switch,114.99,Quake on physical cart for the Nintendo Switch. Region-free.,Mature,FPS,LRGAMES,NSW,27-Aug-21,1.0850 lbs,15
Quake Ultimate Edition (Limited Run Games)   Switch,244.99,Quake on physical cart for the Nintendo Switch. Region-free.,Mature,FPS,LRGAMES,NSW,27-Aug-21,5.8100 lbs,49
R Type Tactics I II 1 2 Cosmos Deluxe Edition   Switch ,69.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",None Selected,STRATEGY,TECMO KOEI,NSW,31-Jul-24,0.1900 lbs,1
Rabbids Party of Legends   Switch,49.99,,Everyone,ACT/ADV,UBISOFT,NSW,30-Jun-22,0.1250 lbs,34
Race With Ryan   Switch,39.99,,,,,,,,38
Race With Ryan Road Trip Deluxe Edition   Switch,39.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Everyone,RACING,U&I ENTMNT,NSW,16-Oct-20,0.1200 lbs,1
Radiant Tale   Switch,69.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Teen,VISUAL,AKSYS,NSW,27-Jul-23,0.1650 lbs,48
Raiden IV X Mikado Remix (Japanese Release)   Switch,54.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Everyone,ARCSHOOT,MOSS,NSW,22-Apr-21,0.1300 lbs,17
Raiden IV X Mikado Remix and V Directors Cut Dual Pack (Limited Run Games)   Switch,74.99,Raiden IV x MIKADO remix & Raiden V: Director�s Cut Dual Pack is on a region-free physical cart for the Nintendo Switch.,,,,,,,36
Railway Empire   Switch,54.99,,Everyone,SIMULATION,KALYPSO,NSW,19-Jun-20,0.1200 lbs,39
Ray�z Arcade Chronology (JPIM) (Multi-Language)   Switch,79.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Everyone,ARCSHOOT,TAITO,NSW,09-Mar-23,0.1300 lbs,39
Rayman Legends   Switch,29.99,"Rayman, Globox, and the Teensies are off wandering through an enchanted forest when they discover a mysterious tent filled with a series of captivating paintings. As they look more closely, they notice each painting seems to tell the story of a mythical world. While focusing on a painting that shows a medieval land, they are suddenly sucked into the painting, entering the world, and the adventure begins.",Everyone_10_Plus,PLATFORMER,UBISOFT,NSW,12-Sep-17,8.87256E+11,26
Record of Agarest War   Switch,54.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Teen,RPG,AKSYS,NSW,09-Mar-23,0.1200 lbs,49
Record of Agarest War Limited Edition   Switch,124.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Teen,RPG,AKSYS,NSW,09-Mar-23,1.3000 lbs,6
Red Dead Redemption   Switch,64.99,"When federal agents threaten his family, former outlaw John Marston is forced to hunt down the gang of criminals he once called friends. Experience Marston�s journey across the sprawling expanses of the American West and Mexico as he fights to bury his blood-stained past in the critically acclaimed predecessor to the 2018 blockbuster, Red Dead Redemption 2. Also included is Undead Nightmare, the iconic horror story that transforms the world of Red Dead Redemption into an apocalyptic fight for survival against a zombie horde.",Mature,ACT/AD,NINTENDO,NSW,13-Oct-23,45496599782,6
Redout 2 Deluxe Edition   Switch,39.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Everyone,RACING,MAXIMUM,NSW,06-Dec-22,0.1200 lbs,13
Redout Space Assault (Limited Run Games)   Switch,49.99,Redout: Space Assault is on a region-free physical cart for the Nintendo Switch.,Everyone_10_Plus,ARCSHOOT,LRGAMES,NSW,05-Nov-21,0.1300 lbs,16
Regions of Ruin (Limited Run Games)   Switch,49.99,Regions of Ruin is on a region-free physical cart for the Nintendo Switch.,,,,,,,45
Republique Anniversary Edition (Limited Run Games)   Switch,49.99,Republique: Anniversary Edition is on a region-free physical cart for the Nintendo Switch.,Mature,ACTION,LRGAMES,NSW,02-Jul-21,0.1550 lbs,5
Republique Anniversary Edition Collectors Edition (Limited Run Games)   Switch,109.99,REPUBLIQUE: Anniversary Edition is on a region-free physical cart for the Nintendo Switch.,Mature,ACTION,LRGAMES,NSW,02-Jul-21,1.3750 lbs,38
Resident Evil Origins Collection   Switch,59.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Mature,HORROR,CAPCOM,NSW,21-May-19,13388410118,10
Resident Evil Revelations Collection   Switch,39.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Mature,HORROR,CAPCOM,NSW,28-Nov-17,13388410019,13
"Resident Evil Triple Pack (Re4, 5, and 6)   Switch",49.99,,,,,,,,13
Rhapsody Marl Kingdom Chronicles Deluxe Edition   Switch,69.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Teen,RPG,TECMO KOEI,NSW,29-Aug-23,1.5500 lbs,40
Rico   Switch,39.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Mature,FPS,RISINGSTAR,NSW,12-Mar-19,0.1250 lbs,24
Rico London   Switch,64.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Mature,FPS,AKSYS,NSW,09-Dec-21,0.1200 lbs,11
Rifftrax The Game (Limited Run Games)   Switch ,39.99,RiffTrax: The Game is on a region-free physical cart for the Nintendo Switch.,Teen,PARTY,LRGAMES,NSW,15-Dec-23,,50
Ring Fit Adventure   Switch,99.99,,Everyone_10_Plus,FITNESS,NINTENDO,NSW,18-Oct-19,1.6600 lbs,10
Riot Civil Unrest   Switch,49.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Mature,SIMULATION,MERGE,NSW,02-Feb-19,0.1300 lbs,1
Rivals of Aether (Limited Run Games)   Switch,,Rivals of Aether is on a region-free physical cart for the Nintendo Switch.,Everyone_10_Plus,FIGHTING,LRGAMES,NSW,11-Dec-20,0.2000 lbs,37
Rivals of Aether Collectors Edition (Limited Run Games)   Switch,129.99,Rivals of Aether is on a region-free physical cart for the Nintendo Switch.,Everyone_10_Plus,FIGHTING,LRGAMES,NSW,11-Dec-20,1.1750 lbs,36
River City Girls 2 (Limited Run Games)   Switch,59.99,Limit 1 per customer. Subsequent orders will be subject to cancellation.,Everyone_10_Plus,ACTION,LRGAMES,NSW,09-Sep-22,0.1900 lbs,45
River City Girls Zero (Limited Run Games)   Switch,54.99,River City Girls Zero is on a region-free physical cart for the Nintendo Switch.,Everyone_10_Plus,ACTION,LRGAMES,NSW,28-Jan-22,0.1550 lbs,11
River City Girls Zero Classic Edition (Limited Run Games)   Switch,94.99,Limit 1 per customer. Subsequent orders will be subject to cancellation.,Everyone_10_Plus,ACTION,LRGAMES,NSW,28-Jan-22,0.3850 lbs,8
River City Girls Zero Ultimate Edition (Limited Run Games)   Switch,219.99,Limit 1 per customer. Subsequent orders will be subject to cancellation.,Everyone_10_Plus,ACTION,LRGAMES,NSW,28-Jan-22,1.1650 lbs,19
River City Rival Showdown (JPIM) (English Language)   Switch,39.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Rating Pending,ACTION,ARC,NSW,31-Oct-23,0.2600 lbs,33
River City Saga Three Kingdoms (ASIM)   Switch,64.99,,Everyone_10_Plus,ACTION,ARC,NSW,21-Jul-22,0.1250 lbs,20
Riverbond (Limited Run Games)   Switch,59.99,Riverbond is on a region-free physical cartridge for Nintendo Switch.,Everyone_10_Plus,ACTION,LRGAMES,NSW,07-Sep-21,0.1750 lbs,50
Rock of Ages 3   Switch,39.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Teen,ACTION,MAXIMUM,NSW,21-Jul-20,0.1250 lbs,30
Roller Coaster Tycoon Adventures Deluxe   Switch,49.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Everyone,SIMULATION,U&I ENTMNT,NSW,03-Nov-23,0.1150 lbs,26
Romancing Saga Minstrel Song Remastered (ASIM) (English Language)   Switch,64.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Teen,RPG,SQUAREJP,NSW,01-Dec-22,0.1200 lbs,34
Root Double   Switch,64.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch Only.",Mature,VISUAL,ININ,NSW,29-Jan-21,0.1200 lbs,46
Root Film   Switch,69.99,"BRAND NEW and SEALED Nintendo Switch Game.
Note: Can be played on the Nintendo Switch.",Mature,VISUAL,PQUBE,NSW,19-Mar-21,0.1200 lbs,6
Rune Factory 3 Special   Switch,54.99,,Teen,RPG,XSEED,NSW,05-Sep-23,0.1650 lbs,5
11 11 Memories Retold (EU Import)   Xbox One,24.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One.",Mature,ADVENTURE,NAMCOBEU,XBOX ONE,09-Nov-18,0.1650 lbs,30
2Dark Limited Edition   Xbox One,49.99,,Mature,HORROR,BIGBEN,XBOX ONE,3.49955E+12,,42
8 Bit Armies   Xbox One,39.99,,Everyone_10_Plus,RTS,SODESCO,XBOX ONE,21-Sep-18,0.1500 lbs,22
A Way Out   Xbox One,39.99,,Mature,ACTION,EA,XBOX ONE,23-Mar-18,14633739152,28
Agents of Mayhem M.A.Y.H.E.M. Day One   Xbox One,19.99,,Mature,ACTION,SQUAREENIX,XBOX ONE,15-Aug-17,8.16819E+11,6
Agony   Xbox One,49.99,,Mature,HORROR,MAXIMUM,XBOX ONE,29-May-18,0.1500 lbs,4
Ai the Somnium Files Nirvana Initiative Collectors Edition   Xbox One,159.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One or Series X.",Mature,ADVENTURE,SPIKECHUNS,XBOX ONE,24-Jun-22,1.3500 lbs,37
Alekhines Gun   Xbox One,19.99,,Mature,ACT/ADV,MAXIMUM,XBOX ONE,01-Mar-16,0.1750 lbs,2
Alex Kidd in Miracle World Dx   Xbox One,39.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One.",Everyone,PLATFORMER,MERGE,XBOX ONE,29-Jun-21,0.2400 lbs,15
Aliens Fireteam Elite   Xbox One,39.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One or Series X.",Mature,RPG,COLDIRON,XBOX ONE,24-Aug-21,0.1600 lbs,1
Anthem   Xbox One,,,Teen,RPG,EA,XBOX ONE,22-Feb-19,14633735253,28
Anthem Legion of Dawn Edition   Xbox One,24.99,,Teen,RPG,EA,XBOX ONE,22-Feb-19,14633739190,34
Apex Legends Lifeline Edition   Xbox One,9.99,,Teen,FPS,EA,XBOX ONE,18-Oct-19,0.1700 lbs,4
Ark Survival Evolved   Xbox One,29.99,,Teen,SURVIVAL,STUDIOWC,XBOX ONE,29-Aug-17,8.84095E+11,14
Armored Core VI 6 Fires of Rubicon   Xbox One,79.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One and Series X.",Teen,ACTION,NAMCOBANDA,XBOX ONE,25-Aug-23,0.1600 lbs,11
Ary and the Secret of Seasons   Xbox One,49.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Everyone_10_Plus,ACT/AD,MAXIMUM,XBOX ONE,01-Sep-20,0.1600 lbs,32
Assassins Creed Mirage (Smart Delivery)   Xbox Series X,69.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Mature,ACTION,UBISOFT,XBOX X,05-Oct-23,0.1650 lbs,15
Assassins Creed Mirage Deluxe Edition (Smart Delivery)   Xbox Series X,79.99,"BRAND NEW and SEALED Microsoft Xbox Series X Game.
Note: Can be played on the Microsoft Xbox Series X.",Mature,ACTION,UBISOFT,XBOX X,05-Oct-23,0.1650 lbs,28
Assassins Creed Odyssey Deluxe Edition   Xbox One,79.99,,Mature,ACTION,UBISOFT,XBOX ONE,05-Oct-18,0.1800 lbs,2
Assassins Creed Origins Deluxe Edition   Xbox One,89.99,,Mature,ACTION,UBISOFT,XBOX ONE,27-Oct-17,0.1800 lbs,6
Assassins Creed Syndicate Gold Edition   Xbox One,119.99,"Gold Edition Includes Game+ Season Pass   Hunt down Jack the Ripper in an all-new campaign, expand your experience with new missions, upgrade your arsenal with top-tier gear sets, and more.",Mature,ACT/AD,UBISOFT,XBOX ONE,23-Oct-15,0.1750 lbs,4
Assassins Creed Valhalla   Xbox One,79.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Mature,ACTION,UBISOFT,XBOX ONE,10-Nov-20,8.87256E+11,20
Assetto Corsa Competizione   Xbox One,59.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Everyone,RACING,505 GAMES,XBOX ONE,23-Jun-20,8.12872E+11,40
Atari Flashback Volume 1   Xbox One,29.99,,Everyone,COLLECTION,ATARI GAME,XBOX ONE,01-Nov-16,0.1550 lbs,34
Atari Flashback Volume 2   Xbox One,29.99,,Everyone,COLLECTION,ATARI GAME,XBOX ONE,01-Nov-16,0.1550 lbs,24
ATV Renegades   Xbox One,39.99,,Everyone,RACING,NIGHTHAWK,XBOX ONE,18-Apr-17,0.1600 lbs,16
Aven Colony   Xbox One,44.99,,Everyone_10_Plus,STRATEGY,U&I ENTMNT,XBOX ONE,01-Aug-17,0.1650 lbs,36
Back 4 Blood   Xbox One,39.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One.",Mature,FPS,WARNER,XBOX ONE,12-Oct-21,8.8393E+11,23
Balan Wonderworld   Xbox One,29.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Everyone_10_Plus,PLATFORMER,SQUAREENIX,XBOX ONE,26-Mar-21,0.1850 lbs,7
Bards Tale IV 4 Directors Cut   Xbox One,49.99,,Teen,RPG,U&I ENTMNT,XBOX ONE,11-Oct-19,0.1650 lbs,21
Batman Arkham Collection (EU Import)   Xbox One,49.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Mature,ACT/AD,WARNER,XBOX ONE,24-Jan-20,0.1950 lbs,47
Battle Worlds Kronos   Xbox One,19.99,,Everyone_10_Plus,STRATEGY,NORDIC,XBOX ONE,10-May-16,0.1750 lbs,37
Battleborn   Xbox One,19.99,,Teen,MOBA,TAKE 2,XBOX ONE,03-May-16,0.1700 lbs,19
Battlefield 1   Xbox One,19.99,,Mature,FPS,EA,XBOX ONE,21-Oct-16,14633368659,5
Battlefield 1 Revolution Edition   Xbox One,19.99,,Mature,FPS,EA,XBOX ONE,21-Aug-17,14633372984,8
Battlefield 2042   Xbox One,24.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One.",Mature,FPS,EA,XBOX ONE,19-Nov-21,14633739749,38
Battlefield Hardline   Xbox One,19.99,,Mature,FPS,EA,XBOX ONE,17-Mar-15,14633732757,26
Battlefield Hardline Deluxe   Xbox One,29.99,Run your crew as detective Nick Mendoza in an episodic crime drama single player campaign or as cops and criminals in rapid Battlefield multi-player. You will be on one side of the thin blue line or the other,Mature,FPS,EA,XBOX ONE,17-Mar-15,14633368420,10
Battlefield V 5   Xbox One,9.99,,Mature,FPS,EA,XBOX ONE,20-Nov-18,14633737738,6
Battlefield V 5 Deluxe Edition   Xbox One,59.99,,Mature,FPS,EA,XBOX ONE,15-Nov-18,14633373936,25
Bee Simulator   Xbox One,49.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Everyone,SIMULATION,MAXIMUM,XBOX ONE,03-Dec-19,0.1500 lbs,43
Biomutant   Xbox One,29.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Teen,ACTION,NORDIC,XBOX ONE,25-May-21,8.11994E+12,9
Bioshock the Collection   Xbox One,49.99,,Mature,FPS,2K GAMES,XBOX ONE,13-Sep-16,7.10425E+11,15
Blazblue Chrono Phantasma Extend   Xbox One,54.99,,Teen,FIGHTING,AKSYS,XBOX ONE,30-Jun-15,0.1800 lbs,33
Bleeding Edge   Xbox One,39.99,,Teen,FIGHTING,MICROSOFT,XBOX ONE,24-Mar-20,8.89843E+11,39
Bloodstained Ritual of the Night   Xbox One,29.99,,Teen,ACTION,505 GAMES,XBOX ONE,18-Jun-19,8.12872E+11,42
Bluey The Video Game   Xbox One,49.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One and Series X.",Rating Pending,ACTION,U&I ENTMNT,XBOX ONE,17-Nov-23,,10
Bomb Rush Cyberfunk   Xbox One,54.99,"BRAND NEW and SEALED Microsoft Xbox Game.
Note: Can be played on the Microsoft Xbox One and Series X.",Teen,ACTION,SKYBOUND,XBOX ONE,01-Dec-23,,44
Book of Unwritten Tales II 2   Xbox One,19.99,"Legends foretold it. Prophecies predicted it. Chosen ones chose to believe in it. Now the adventure saga continues. A sequel is coming. Join Wilbur, Ivo, Nate and Critter in another classic point-and-click adventure in the wicked world of Avent?sia. Help them fulfill their destiny. A destiny as yet unwritten",Teen,ADVENTURE,NORDIC,XBOX ONE,22-Sep-15,0.1750 lbs,4
Borderlands 3 Super Deluxe   Xbox One,79.99,,Mature,FPS,TAKE 2,XBOX ONE,13-Sep-19,7.10426E+11,46
Borderlands Handsome Collection   Xbox One,29.99,,Mature,ACT/AD,TAKE 2,XBOX ONE,24-Mar-15,7.10425E+11,31
Brothers Tale of Two Sons   Xbox One,24.99,Two sons must set out on a perilous journey to bring back the Water of Life to their ailing father,Teen,ADVENTURE,505 GAMES,XBOX ONE,01-Sep-15,0.1750 lbs,1
Brunswick Pro Bowling   Xbox One,29.99,,SPORTS,ALLIANCE,,Everyone_10_Plus,ALLIANCE,Game,14
Bulletstorm Full Clip Edition   Xbox One,29.99,,Mature,FPS,GEARBOX,XBOX ONE,07-Apr-17,8.50942E+11,37
Burnout Paradise Remastered   Xbox One,19.99,,Everyone_10_Plus,RACING,EA,XBOX ONE,16-Mar-18,14633373738,50
Call of Duty Advanced Warfare   Xbox One,39.99,"Call of Duty: Advanced Warfare envisions the powerful battlegrounds of the future, where both technology and tactic have evolved to usher in a new era of combat for the franchise. With exoskeletons delivering a massive force multiplier and unprecedented tactical freedom, COD:AW evolves every firefight.",Mature,FPS,ACTIVISION,XBOX ONE,04-Nov-14,47875884038,38
Call of Duty Black Ops Cold War   Xbox One,79.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One Only.",Mature,FPS,ACTIVISION,XBOX ONE,13-Nov-20,47875884977,19
Call of Duty Black Ops III 3   Xbox One,59.99,"In Black Ops 3, Treyarch introduces a new momentum-based chained-movement system which enables players to fluidly move through the environment with finesse, using controlled thrust jumps, slides, wall runs and mantling abilities in a myriad of combinations, all while continuously keeping full control over their weapon",Mature,FPS,ACTIVISION,XBOX ONE,06-Nov-15,47875881891,50
Call of Duty Black Ops III Zombie Chronicles Edition   Xbox One,69.99,,Mature,FPS,ACTIVISION,XBOX ONE,47875881235,0.1300 lbs,44
Call of Duty Black Ops IIII 4   Xbox One,64.99,,Mature,FPS,ACTIVISION,XBOX ONE,12-Oct-18,47875882294,23
Call of Duty Infinite Warfare   Xbox One,29.99,,Mature,FPS,ACTIVISION,XBOX ONE,04-Nov-16,0.1650 lbs,8
Call of Duty Infinite Warfare Legacy Edition   Xbox One,59.99,,Mature,FPS,ACTIVISION,XBOX ONE,04-Nov-16,0.1700 lbs,11
Call of Duty Infinite Warfare Legacy Pro Edition   Xbox One,99.99,"The Call of Duty: Infinite Warfare Legacy Pro Edition is the ultimate offering for fans with Call of Duty: Infinite Warfare, Call of Duty: Modern Warfare? Remastered, Call of Duty: Infinite Warfare Season Pass, and additional bonus content!",Mature,FPS,ACTIVISION,XBOX ONE,04-Nov-16,0.4200 lbs,8
Call of Duty Modern Warfare (2019)   Xbox One,79.99,,Mature,FPS,ACTIVISION,XBOX ONE,25-Oct-19,47875884328,1
Call of Duty Modern Warfare (2019) (AUs Import)   Xbox One,69.99,,,,,,,,35
Call of Duty Modern Warfare Remastered   Xbox One,49.99,,Mature,FPS,ACTIVISION,XBOX ONE,28-Jul-17,47875880757,2
Call of Duty Vanguard   Xbox One,79.99,"BRAND NEW and SEALED Microsoft Xbox One Game.
Note: Can be played on the Microsoft Xbox One.",Mature,FPS,ACTIVISION,XBOX ONE,05-Nov-21,47875102521,40
